epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
25,160.752,0.57676,1.5922,1.20454,0.75979,0.97634,0.96833,0.8292,0.56773,1.25095,1.14705,0.0014801,0.000493365,0.0014801,0.000493365,0.0014801,0.000493365,0.0014801,0.000493365
26,165.659,0.5303,1.53867,1.12242,0.87514,0.86448,0.98357,0.82877,0.56534,1.18066,1.14106,0.00149842,0.000499475,0.00149842,0.000499475,0.00149842,0.000499475,0.00149842,0.000499475
27,170.63,0.45717,1.35252,1.03213,1,0.82334,0.995,0.84082,0.57081,1.11468,1.14083,0.00151345,0.000504484,0.00151345,0.000504484,0.00151345,0.000504484,0.00151345,0.000504484
28,174.941,0.427,1.21337,1.01956,1,0.82334,0.995,0.84082,0.57081,1.11468,1.14083,0.00152518,0.000508393,0.00152518,0.000508393,0.00152518,0.000508393,0.00152518,0.000508393
29,181.329,0.42426,1.46856,1.03793,0.83797,0.97637,0.98357,0.84586,0.58341,1.07589,1.15515,0.00153361,0.000511202,0.00153361,0.000511202,0.00153361,0.000511202,0.00153361,0.000511202
30,186.02,0.39988,1.20586,1.01414,0.83784,0.9726,0.995,0.85688,0.58987,1.04911,1.16243,0.00153873,0.000512911,0.00153873,0.000512911,0.00153873,0.000512911,0.00153873,0.000512911
31,192.003,0.48498,1.16041,1.09104,0.83784,0.9726,0.995,0.85688,0.58987,1.04911,1.16243,0.00154056,0.000513519,0.00154056,0.000513519,0.00154056,0.000513519,0.00154056,0.000513519
32,198.128,0.40124,1.16336,0.99433,0.85798,0.99491,0.995,0.85687,0.59833,1.0059,1.16667,0.00153908,0.000513028,0.00153908,0.000513028,0.00153908,0.000513028,0.00153908,0.000513028
33,203.514,0.49738,1.24159,1.00919,0.83862,1,0.995,0.86786,0.61603,0.99121,1.17342,0.00153431,0.000511436,0.00153431,0.000511436,0.00153431,0.000511436,0.00153431,0.000511436
34,207.943,0.48259,1.12527,1.02773,0.83862,1,0.995,0.86786,0.61603,0.99121,1.17342,0.00152623,0.000508743,0.00152623,0.000508743,0.00152623,0.000508743,0.00152623,0.000508743
35,214.168,0.3747,0.99558,0.96602,0.91289,0.96721,0.995,0.86786,0.61517,0.95877,1.16529,0.00151485,0.000504951,0.00151485,0.000504951,0.00151485,0.000504951,0.00151485,0.000504951
36,220.555,0.3579,0.99659,0.95401,0.90659,0.97227,0.995,0.86785,0.60729,0.95435,1.15781,0.00150017,0.000500058,0.00150017,0.000500058,0.00150017,0.000500058,0.00150017,0.000500058
37,224.653,0.43951,0.97248,1.04059,0.90659,0.97227,0.995,0.86785,0.60729,0.95435,1.15781,0.0014822,0.000494065,0.0014822,0.000494065,0.0014822,0.000494065,0.0014822,0.000494065
38,230.311,0.41865,1.18019,1.05819,0.99849,0.92697,0.995,0.86785,0.59327,0.93742,1.13946,0.00146092,0.000486972,0.00146092,0.000486972,0.00146092,0.000486972,0.00146092,0.000486972
39,236.622,0.46277,1.08254,1.0564,0.93473,0.94439,0.995,0.8636,0.58355,0.90497,1.13483,0.00143634,0.000478779,0.00143634,0.000478779,0.00143634,0.000478779,0.00143634,0.000478779
40,241.09,0.50617,1.09792,1.04255,0.93473,0.94439,0.995,0.8636,0.58355,0.90497,1.13483,0.00140846,0.000469486,0.00140846,0.000469486,0.00140846,0.000469486,0.00140846,0.000469486
41,246.719,0.46922,1.03522,1.03616,0.9338,0.95259,0.995,0.8596,0.5331,0.88221,1.09323,0.00137728,0.000459092,0.00137728,0.000459092,0.00137728,0.000459092,0.00137728,0.000459092
42,255.376,0.48114,1.06739,1.02666,0.96758,0.83333,0.8795,0.80417,0.44787,0.88021,1.02567,0.00134279,0.000447598,0.00134279,0.000447598,0.00134279,0.000447598,0.00134279,0.000447598
43,260.17,0.36952,0.8765,1.0333,0.96758,0.83333,0.8795,0.80417,0.44787,0.88021,1.02567,0.00130501,0.000435004,0.00130501,0.000435004,0.00130501,0.000435004,0.00130501,0.000435004
44,265.024,0.44744,0.98753,1.02305,0.935,0.83165,0.95375,0.89589,0.40399,0.88087,0.99484,0.00126393,0.000421309,0.00126393,0.000421309,0.00126393,0.000421309,0.00126393,0.000421309
45,268.478,0.40112,0.89469,0.96387,0.935,0.83165,0.95375,0.89589,0.40399,0.88087,0.99484,0.00121954,0.000406515,0.00121954,0.000406515,0.00121954,0.000406515,0.00121954,0.000406515
46,272.755,0.31778,0.87161,0.96767,0.96604,0.94169,0.995,0.94402,0.40335,0.83359,0.99747,0.00117186,0.00039062,0.00117186,0.00039062,0.00117186,0.00039062,0.00117186,0.00039062
47,275.446,0.48167,0.83494,1.13984,0.96604,0.94169,0.995,0.94402,0.40335,0.83359,0.99747,0.00112087,0.000373625,0.00112087,0.000373625,0.00112087,0.000373625,0.00112087,0.000373625
48,280.504,0.4572,0.90615,1.06014,0.98663,0.90731,0.995,0.94108,0.38699,0.81789,0.99875,0.00106659,0.000355529,0.00106659,0.000355529,0.00106659,0.000355529,0.00106659,0.000355529
49,283.135,0.36733,0.80982,1.0038,0.98663,0.90731,0.995,0.94108,0.38699,0.81789,0.99875,0.001009,0.000336334,0.001009,0.000336334,0.001009,0.000336334,0.001009,0.000336334
50,287.48,0.30075,0.88906,0.95011,0.98665,0.91442,0.995,0.93125,0.36568,0.81632,0.98794,0.000948115,0.000316038,0.000948115,0.000316038,0.000948115,0.000316038,0.000948115,0.000316038
51,320.675,0.2503,1.11399,0.84476,0.98665,0.91442,0.995,0.93125,0.36568,0.81632,0.98794,0.000875175,0.000291725,0.000875175,0.000291725,0.000875175,0.000291725,0.000875175,0.000291725
52,324.958,0.26281,1.1065,0.97368,0.98464,0.89919,0.995,0.92622,0.34292,0.81316,0.97548,0.000792659,0.00026422,0.000792659,0.00026422,0.000792659,0.00026422,0.000792659,0.00026422
53,328.28,0.2989,1.04085,0.91489,0.98464,0.89919,0.995,0.92622,0.34292,0.81316,0.97548,0.000710142,0.000236714,0.000710142,0.000236714,0.000710142,0.000236714,0.000710142,0.000236714
54,333.768,0.29155,1.10825,1.01844,0.9831,0.89986,0.995,0.92622,0.33595,0.80957,0.96643,0.000627626,0.000209209,0.000627626,0.000209209,0.000627626,0.000209209,0.000627626,0.000209209
55,337.234,0.30556,1.02192,0.9365,0.9831,0.89986,0.995,0.92622,0.33595,0.80957,0.96643,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703
56,341.713,0.45488,1.2569,1.14834,0.88786,0.98842,0.995,0.93172,0.33365,0.79329,0.96606,0.000462593,0.000154198,0.000462593,0.000154198,0.000462593,0.000154198,0.000462593,0.000154198
57,345.888,0.33739,1.05762,1.03536,0.88786,0.98842,0.995,0.93172,0.33365,0.79329,0.96606,0.000380076,0.000126692,0.000380076,0.000126692,0.000380076,0.000126692,0.000380076,0.000126692
58,351.091,0.26557,1.1003,0.8896,0.9311,0.96548,0.995,0.93455,0.34092,0.79129,0.96774,0.00029756,9.91865e-05,0.00029756,9.91865e-05,0.00029756,9.91865e-05,0.00029756,9.91865e-05
59,355.221,0.26939,1.05368,1.00587,0.9311,0.96548,0.995,0.93455,0.34092,0.79129,0.96774,0.000215043,7.1681e-05,0.000215043,7.1681e-05,0.000215043,7.1681e-05,0.000215043,7.1681e-05
60,359.676,0.24425,1.05627,0.90347,0.93388,0.98661,0.995,0.92515,0.34612,0.78738,0.96894,0.000132527,4.41755e-05,0.000132527,4.41755e-05,0.000132527,4.41755e-05,0.000132527,4.41755e-05
