epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,81.6875,0.70446,2.39986,1.17275,0.52216,0.66422,0.57667,0.48395,0.67259,2.31338,1.261,0.00110201,0.000367338,0.00110201,0.000367338,0.00110201,0.000367338,0.00110201,0.000367338
15,89.198,0.66478,2.3351,1.2498,0.78384,0.64243,0.66511,0.54377,0.64069,2.11758,1.23627,0.00116313,0.000387711,0.00116313,0.000387711,0.00116313,0.000387711,0.00116313,0.000387711
16,95.4575,0.71574,2.46975,1.30644,0.77421,0.65325,0.67446,0.55094,0.65134,1.98104,1.23347,0.00122142,0.000407141,0.00122142,0.000407141,0.00122142,0.000407141,0.00122142,0.000407141
17,102.823,0.54129,1.82311,1.07014,0.77119,0.65903,0.72667,0.60634,0.63193,1.85333,1.21364,0.00127688,0.000425628,0.00127688,0.000425628,0.00127688,0.000425628,0.00127688,0.000425628
18,109.307,0.60739,2.02302,1.19386,0.64848,0.78054,0.80171,0.66839,0.61766,1.72607,1.19672,0.00132952,0.000443172,0.00132952,0.000443172,0.00132952,0.000443172,0.00132952,0.000443172
19,115.582,0.51445,1.8778,1.11388,0.73871,0.83318,0.81984,0.677,0.61648,1.63554,1.19289,0.00137932,0.000459773,0.00137932,0.000459773,0.00137932,0.000459773,0.00137932,0.000459773
20,121.862,0.56376,1.60204,1.14497,0.79694,0.83333,0.84571,0.70032,0.60075,1.59812,1.18121,0.00142629,0.000475431,0.00142629,0.000475431,0.00142629,0.000475431,0.00142629,0.000475431
21,128.855,0.56709,1.82811,1.14668,0.77875,0.83333,0.84976,0.71443,0.58389,1.50818,1.16132,0.00147044,0.000490146,0.00147044,0.000490146,0.00147044,0.000490146,0.00147044,0.000490146
22,133.972,0.53051,1.58872,1.06587,0.80884,0.83333,0.88817,0.74344,0.56758,1.43499,1.14816,0.00151175,0.000503917,0.00151175,0.000503917,0.00151175,0.000503917,0.00151175,0.000503917
23,138.179,0.54561,1.45141,1.09707,0.82368,0.83222,0.90233,0.76837,0.56801,1.34812,1.1357,0.00155024,0.000516746,0.00155024,0.000516746,0.00155024,0.000516746,0.00155024,0.000516746
24,142.031,0.49539,1.65118,1.10072,0.78037,0.97901,0.98357,0.84087,0.55587,1.25314,1.11176,0.0015859,0.000528632,0.0015859,0.000528632,0.0015859,0.000528632,0.0015859,0.000528632
25,146.255,0.55013,1.54071,1.19542,0.8137,0.99058,0.98357,0.82404,0.53279,1.17145,1.0882,0.00161872,0.000539575,0.00161872,0.000539575,0.00161872,0.000539575,0.00161872,0.000539575
26,150.043,0.53271,1.51011,1.12366,0.83232,0.98411,0.98357,0.82401,0.51661,1.11588,1.06728,0.00164872,0.000549574,0.00164872,0.000549574,0.00164872,0.000549574,0.00164872,0.000549574
27,153.035,0.45848,1.3065,1.03096,0.83806,1,0.98357,0.83926,0.50844,1.07156,1.0624,0.00167589,0.000558631,0.00167589,0.000558631,0.00167589,0.000558631,0.00167589,0.000558631
28,155.898,0.44326,1.19031,1.01943,0.83806,1,0.98357,0.83926,0.50844,1.07156,1.0624,0.00170023,0.000566744,0.00170023,0.000566744,0.00170023,0.000566744,0.00170023,0.000566744
29,159.727,0.43492,1.42433,1.04062,0.9204,1,0.995,0.87731,0.51192,1.04013,1.07414,0.00172174,0.000573915,0.00172174,0.000573915,0.00172174,0.000573915,0.00172174,0.000573915
30,163.566,0.39127,1.18845,1.01432,0.93205,1,0.995,0.87729,0.52914,1.06244,1.10248,0.00174043,0.000580142,0.00174043,0.000580142,0.00174043,0.000580142,0.00174043,0.000580142
31,167.303,0.47964,1.13021,1.0958,0.93205,1,0.995,0.87729,0.52914,1.06244,1.10248,0.00175628,0.000585427,0.00175628,0.000585427,0.00175628,0.000585427,0.00175628,0.000585427
32,171.852,0.38389,1.11406,0.98662,0.79689,0.96147,0.995,0.86787,0.56504,1.03954,1.14674,0.0017693,0.000589768,0.0017693,0.000589768,0.0017693,0.000589768,0.0017693,0.000589768
33,176.241,0.46947,1.19832,0.9918,0.80836,0.93796,0.995,0.86786,0.58114,0.99515,1.16178,0.0017795,0.000593166,0.0017795,0.000593166,0.0017795,0.000593166,0.0017795,0.000593166
34,179.588,0.4622,1.05677,1.01936,0.80836,0.93796,0.995,0.86786,0.58114,0.99515,1.16178,0.00178686,0.000595621,0.00178686,0.000595621,0.00178686,0.000595621,0.00178686,0.000595621
35,183.797,0.37489,0.92754,0.96511,0.85659,0.95903,0.995,0.84804,0.58995,0.96288,1.1676,0.0017914,0.000597134,0.0017914,0.000597134,0.0017914,0.000597134,0.0017914,0.000597134
36,187.478,0.36935,0.92913,0.9573,0.86135,0.92638,0.995,0.86785,0.57761,0.96694,1.14989,0.00179311,0.000597703,0.00179311,0.000597703,0.00179311,0.000597703,0.00179311,0.000597703
37,190.446,0.40962,0.91035,1.02018,0.86135,0.92638,0.995,0.86785,0.57761,0.96694,1.14989,0.00179199,0.000597329,0.00179199,0.000597329,0.00179199,0.000597329,0.00179199,0.000597329
38,194.637,0.43727,1.10827,1.06026,0.87279,0.96506,0.995,0.84803,0.57962,0.94055,1.14273,0.00178804,0.000596012,0.00178804,0.000596012,0.00178804,0.000596012,0.00178804,0.000596012
39,199.335,0.42671,1.0079,1.0373,0.89949,0.97376,0.995,0.85594,0.5696,0.90655,1.12597,0.00178126,0.000593752,0.00178126,0.000593752,0.00178126,0.000593752,0.00178126,0.000593752
40,202.489,0.41677,1.05014,0.99223,0.89949,0.97376,0.995,0.85594,0.5696,0.90655,1.12597,0.00177165,0.000590549,0.00177165,0.000590549,0.00177165,0.000590549,0.00177165,0.000590549
41,206.664,0.47365,0.95036,1.02184,0.91273,0.95932,0.995,0.87681,0.55162,0.8569,1.10706,0.00175921,0.000586403,0.00175921,0.000586403,0.00175921,0.000586403,0.00175921,0.000586403
42,211.227,0.48962,0.95479,1.02209,0.93794,0.95296,0.995,0.87841,0.52777,0.80122,1.07766,0.00174394,0.000581314,0.00174394,0.000581314,0.00174394,0.000581314,0.00174394,0.000581314
43,214.637,0.37343,0.84718,1.0329,0.93794,0.95296,0.995,0.87841,0.52777,0.80122,1.07766,0.00172585,0.000575282,0.00172585,0.000575282,0.00172585,0.000575282,0.00172585,0.000575282
44,219.144,0.44134,0.88982,1.01343,0.92811,0.96626,0.995,0.88809,0.50174,0.80327,1.05341,0.00170492,0.000568306,0.00170492,0.000568306,0.00170492,0.000568306,0.00170492,0.000568306
45,222.991,0.38124,0.8186,0.95059,0.92811,0.96626,0.995,0.88809,0.50174,0.80327,1.05341,0.00168116,0.000560388,0.00168116,0.000560388,0.00168116,0.000560388,0.00168116,0.000560388
46,229.004,0.32278,0.82358,0.95146,0.92243,0.97853,0.995,0.87909,0.48295,0.75415,1.0474,0.00165458,0.000551527,0.00165458,0.000551527,0.00165458,0.000551527,0.00165458,0.000551527
47,232.429,0.4588,0.78473,1.12945,0.92243,0.97853,0.995,0.87909,0.48295,0.75415,1.0474,0.00162517,0.000541723,0.00162517,0.000541723,0.00162517,0.000541723,0.00162517,0.000541723
48,237.344,0.45452,0.79837,1.06268,0.92393,0.98538,0.995,0.87143,0.48376,0.76604,1.04883,0.00159293,0.000530975,0.00159293,0.000530975,0.00159293,0.000530975,0.00159293,0.000530975
49,241.068,0.3396,0.7348,0.97284,0.92393,0.98538,0.995,0.87143,0.48376,0.76604,1.04883,0.00155785,0.000519285,0.00155785,0.000519285,0.00155785,0.000519285,0.00155785,0.000519285
50,246.079,0.32882,0.73989,0.94341,0.93116,0.98611,0.995,0.88558,0.47451,0.75594,1.04326,0.00151995,0.000506651,0.00151995,0.000506651,0.00151995,0.000506651,0.00151995,0.000506651
51,249.671,0.39722,0.70219,1.00243,0.93116,0.98611,0.995,0.88558,0.47451,0.75594,1.04326,0.00146458,0.000488193,0.00146458,0.000488193,0.00146458,0.000488193,0.00146458,0.000488193
52,254.039,0.43359,0.91706,1.19622,0.93454,0.98933,0.995,0.86908,0.46974,0.7277,1.04284,0.00139385,0.000464617,0.00139385,0.000464617,0.00139385,0.000464617,0.00139385,0.000464617
53,257.019,0.32859,0.63871,0.92822,0.93454,0.98933,0.995,0.86908,0.46974,0.7277,1.04284,0.00132312,0.000441041,0.00132312,0.000441041,0.00132312,0.000441041,0.00132312,0.000441041
54,260.354,0.34251,0.76398,0.91959,0.93823,0.98961,0.995,0.88557,0.45803,0.76338,1.0325,0.00125239,0.000417464,0.00125239,0.000417464,0.00125239,0.000417464,0.00125239,0.000417464
55,263.019,0.39398,0.79466,0.94944,0.93823,0.98961,0.995,0.88557,0.45803,0.76338,1.0325,0.00118166,0.000393888,0.00118166,0.000393888,0.00118166,0.000393888,0.00118166,0.000393888
56,266.566,0.34057,0.57433,0.92993,0.93802,0.98974,0.995,0.88557,0.44917,0.74934,1.02275,0.00111094,0.000370312,0.00111094,0.000370312,0.00111094,0.000370312,0.00111094,0.000370312
57,269.176,0.31864,0.66636,0.9677,0.93802,0.98974,0.995,0.88557,0.44917,0.74934,1.02275,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736
58,273.123,0.27432,0.68747,0.92559,0.93522,0.98981,0.995,0.90755,0.387,0.73647,0.98702,0.00096948,0.00032316,0.00096948,0.00032316,0.00096948,0.00032316,0.00096948,0.00032316
59,275.912,0.38541,0.74128,1.03,0.93522,0.98981,0.995,0.90755,0.387,0.73647,0.98702,0.000898751,0.000299584,0.000898751,0.000299584,0.000898751,0.000299584,0.000898751,0.000299584
60,279.946,0.28596,0.59045,0.91842,0.93496,0.98982,0.995,0.91855,0.36294,0.71249,0.97948,0.000828023,0.000276008,0.000828023,0.000276008,0.000828023,0.000276008,0.000828023,0.000276008
61,312.979,0.22307,0.86155,0.84079,0.93496,0.98982,0.995,0.91855,0.36294,0.71249,0.97948,0.000757294,0.000252431,0.000757294,0.000252431,0.000757294,0.000252431,0.000757294,0.000252431
62,317.429,0.27185,0.95382,0.97608,0.93741,0.99045,0.995,0.92955,0.35335,0.69033,0.97119,0.000686566,0.000228855,0.000686566,0.000228855,0.000686566,0.000228855,0.000686566,0.000228855
63,320.845,0.26232,0.91587,0.93042,0.93741,0.99045,0.995,0.92955,0.35335,0.69033,0.97119,0.000615837,0.000205279,0.000615837,0.000205279,0.000615837,0.000205279,0.000615837,0.000205279
64,326.557,0.2244,0.87129,0.89214,0.94249,0.99092,0.995,0.94021,0.33991,0.65908,0.9602,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703
65,329.881,0.28861,0.9585,0.93913,0.94249,0.99092,0.995,0.94021,0.33991,0.65908,0.9602,0.000474381,0.000158127,0.000474381,0.000158127,0.000474381,0.000158127,0.000474381,0.000158127
66,334.233,0.32607,0.94749,1.00328,0.94523,0.99116,0.995,0.94021,0.32636,0.64981,0.95336,0.000403652,0.000134551,0.000403652,0.000134551,0.000403652,0.000134551,0.000403652,0.000134551
67,345.36,0.23725,0.84723,0.89552,0.94523,0.99116,0.995,0.94021,0.32636,0.64981,0.95336,0.000332924,0.000110975,0.000332924,0.000110975,0.000332924,0.000110975,0.000332924,0.000110975
68,349.981,0.34123,0.95756,1.04868,0.94355,0.9911,0.995,0.94021,0.32764,0.6609,0.95057,0.000262195,8.73984e-05,0.000262195,8.73984e-05,0.000262195,8.73984e-05,0.000262195,8.73984e-05
69,353.587,0.19067,0.75057,0.89204,0.94355,0.9911,0.995,0.94021,0.32764,0.6609,0.95057,0.000191467,6.38223e-05,0.000191467,6.38223e-05,0.000191467,6.38223e-05,0.000191467,6.38223e-05
70,358.42,0.20986,0.77153,0.86776,0.94576,0.99112,0.995,0.95103,0.31618,0.65125,0.94537,0.000120738,4.02461e-05,0.000120738,4.02461e-05,0.000120738,4.02461e-05,0.000120738,4.02461e-05
