epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,94.1122,0.66859,3.11795,1.27115,0.43158,0.63385,0.45092,0.36522,0.71113,2.92328,1.31284,0.000842268,0.000280756,0.000842268,0.000280756,0.000842268,0.000280756,0.000842268,0.000280756
12,101.885,0.6047,2.67483,1.17977,0.46438,0.66667,0.45175,0.36657,0.70903,2.75545,1.30703,0.00089971,0.000299903,0.00089971,0.000299903,0.00089971,0.000299903,0.00089971,0.000299903
13,113.23,0.7066,2.70875,1.25318,0.47736,0.66667,0.48185,0.39029,0.68862,2.58615,1.2818,0.000953191,0.00031773,0.000953191,0.00031773,0.000953191,0.00031773,0.000953191,0.00031773
14,122.676,0.7219,2.44862,1.18569,0.47125,0.66667,0.57354,0.48209,0.68013,2.38102,1.26598,0.00100271,0.000334237,0.00100271,0.000334237,0.00100271,0.000334237,0.00100271,0.000334237
15,130.846,0.67591,2.407,1.25906,0.56253,0.66667,0.60736,0.5077,0.6496,2.19527,1.24335,0.00104827,0.000349423,0.00104827,0.000349423,0.00104827,0.000349423,0.00104827,0.000349423
16,137.956,0.72472,2.60833,1.31374,0.5767,0.66667,0.62321,0.52096,0.64974,2.0551,1.24247,0.00108987,0.000363289,0.00108987,0.000363289,0.00108987,0.000363289,0.00108987,0.000363289
17,143.878,0.54057,1.91294,1.0759,0.56412,0.66667,0.69365,0.58579,0.63209,1.94274,1.23318,0.00112751,0.000375835,0.00112751,0.000375835,0.00112751,0.000375835,0.00112751,0.000375835
18,149.376,0.63366,2.09121,1.21669,0.76313,0.69725,0.79357,0.66197,0.61554,1.80057,1.21983,0.00116118,0.000387061,0.00116118,0.000387061,0.00116118,0.000387061,0.00116118,0.000387061
19,154.534,0.53994,1.97135,1.13029,0.7998,0.82587,0.80171,0.66016,0.62681,1.71564,1.21755,0.0011909,0.000396966,0.0011909,0.000396966,0.0011909,0.000396966,0.0011909,0.000396966
20,159.566,0.5707,1.70014,1.14929,0.79331,0.83113,0.81143,0.68189,0.61146,1.64924,1.20555,0.00121665,0.000405551,0.00121665,0.000405551,0.00121665,0.000405551,0.00121665,0.000405551
21,165.142,0.63777,1.94649,1.18545,0.87452,0.82513,0.85946,0.71665,0.60962,1.59816,1.19379,0.00123845,0.000412816,0.00123845,0.000412816,0.00123845,0.000412816,0.00123845,0.000412816
22,170.716,0.54365,1.66073,1.08182,0.81594,0.82456,0.85946,0.72561,0.59039,1.52115,1.18143,0.00125628,0.00041876,0.00125628,0.00041876,0.00125628,0.00041876,0.00125628,0.00041876
23,177.025,0.55391,1.538,1.1036,0.91654,0.75573,0.88893,0.74964,0.58984,1.44828,1.17583,0.00127015,0.000423385,0.00127015,0.000423385,0.00127015,0.000423385,0.00127015,0.000423385
24,184.102,0.52271,1.79336,1.1225,0.80946,0.82437,0.909,0.76366,0.58891,1.39475,1.16857,0.00128007,0.000426689,0.00128007,0.000426689,0.00128007,0.000426689,0.00128007,0.000426689
25,191.454,0.57937,1.62086,1.20552,0.92857,0.76961,0.88893,0.7511,0.58975,1.32314,1.17039,0.00128602,0.000428672,0.00128602,0.000428672,0.00128602,0.000428672,0.00128602,0.000428672
26,198.915,0.56399,1.60675,1.13767,0.90769,0.76951,0.91757,0.77959,0.58456,1.29006,1.17058,0.00128801,0.000429336,0.00128801,0.000429336,0.00128801,0.000429336,0.00128801,0.000429336
27,206.277,0.46721,1.40891,1.04994,0.80142,0.95212,0.98357,0.83476,0.58442,1.25363,1.17424,0.00128604,0.000428679,0.00128604,0.000428679,0.00128604,0.000428679,0.00128604,0.000428679
28,211.894,0.43116,1.26331,1.02714,0.80142,0.95212,0.98357,0.83476,0.58442,1.25363,1.17424,0.00128011,0.000426702,0.00128011,0.000426702,0.00128011,0.000426702,0.00128011,0.000426702
29,220.491,0.43308,1.49992,1.04499,0.80222,0.95271,0.98357,0.83892,0.57563,1.22456,1.17063,0.00127021,0.000423405,0.00127021,0.000423405,0.00127021,0.000423405,0.00127021,0.000423405
30,226.407,0.41977,1.2726,1.02801,0.78445,0.94683,0.995,0.84933,0.58268,1.17826,1.17654,0.00125636,0.000418787,0.00125636,0.000418787,0.00125636,0.000418787,0.00125636,0.000418787
31,232.401,0.5171,1.22683,1.11982,0.78445,0.94683,0.995,0.84933,0.58268,1.17826,1.17654,0.00123855,0.000412849,0.00123855,0.000412849,0.00123855,0.000412849,0.00123855,0.000412849
32,240.02,0.41133,1.17491,1.00105,0.8067,0.9578,0.995,0.84932,0.58203,1.13675,1.17621,0.00121677,0.000405591,0.00121677,0.000405591,0.00121677,0.000405591,0.00121677,0.000405591
33,247.038,0.50643,1.30572,1.01641,0.93979,0.8063,0.995,0.84131,0.57443,1.12723,1.17055,0.00119104,0.000397013,0.00119104,0.000397013,0.00119104,0.000397013,0.00119104,0.000397013
34,253.166,0.53252,1.18891,1.04525,0.93979,0.8063,0.995,0.84131,0.57443,1.12723,1.17055,0.00116134,0.000387114,0.00116134,0.000387114,0.00116134,0.000387114,0.00116134,0.000387114
35,260.302,0.37235,1.03166,0.97711,0.85564,0.93054,0.995,0.85637,0.57698,1.10309,1.16578,0.00112769,0.000375895,0.00112769,0.000375895,0.00112769,0.000375895,0.00112769,0.000375895
36,267.401,0.37573,1.05517,0.97109,0.84113,0.93428,0.995,0.8507,0.57548,1.09146,1.15994,0.00109007,0.000363356,0.00109007,0.000363356,0.00109007,0.000363356,0.00109007,0.000363356
37,271.349,0.43596,1.03773,1.03945,0.84113,0.93428,0.995,0.8507,0.57548,1.09146,1.15994,0.00104849,0.000349497,0.00104849,0.000349497,0.00104849,0.000349497,0.00104849,0.000349497
38,275.582,0.46105,1.26536,1.09564,0.83274,0.99465,0.995,0.8507,0.58128,1.07215,1.15298,0.00100295,0.000334317,0.00100295,0.000334317,0.00100295,0.000334317,0.00100295,0.000334317
39,280.234,0.48733,1.15998,1.06967,0.9501,0.80527,0.995,0.86735,0.58092,1.05955,1.14216,0.000953451,0.000317817,0.000953451,0.000317817,0.000953451,0.000317817,0.000953451,0.000317817
40,284.663,0.5103,1.24325,1.05968,0.9501,0.80527,0.995,0.86735,0.58092,1.05955,1.14216,0.00089999,0.000299997,0.00089999,0.000299997,0.00089999,0.000299997,0.00089999,0.000299997
41,329.513,0.3769,1.63015,1.04864,0.78836,1,0.995,0.85069,0.57576,1.05205,1.14232,0.000842568,0.000280856,0.000842568,0.000280856,0.000842568,0.000280856,0.000842568,0.000280856
42,336.414,0.31175,1.43519,1.01614,0.83413,1,0.995,0.86735,0.5687,1.05058,1.13676,0.000781186,0.000260395,0.000781186,0.000260395,0.000781186,0.000260395,0.000781186,0.000260395
43,343.62,0.34753,1.51194,1.04804,0.83413,1,0.995,0.86735,0.5687,1.05058,1.13676,0.000715843,0.000238614,0.000715843,0.000238614,0.000715843,0.000238614,0.000715843,0.000238614
44,350.71,0.3629,1.52907,1.02488,0.86761,0.97375,0.995,0.86707,0.56566,1.06634,1.12771,0.000646539,0.000215513,0.000646539,0.000215513,0.000646539,0.000215513,0.000646539,0.000215513
45,357.898,0.35504,1.30229,0.94773,0.86761,0.97375,0.995,0.86707,0.56566,1.06634,1.12771,0.000573275,0.000191092,0.000573275,0.000191092,0.000573275,0.000191092,0.000573275,0.000191092
46,364.335,0.32428,1.3061,0.93247,0.87996,0.94377,0.995,0.87176,0.55674,1.07394,1.11952,0.000496049,0.00016535,0.000496049,0.00016535,0.000496049,0.00016535,0.000496049,0.00016535
47,371.162,0.2442,1.19215,0.91136,0.87996,0.94377,0.995,0.87176,0.55674,1.07394,1.11952,0.000414863,0.000138288,0.000414863,0.000138288,0.000414863,0.000138288,0.000414863,0.000138288
48,378.449,0.32586,1.48323,0.97275,0.90255,0.94495,0.995,0.88392,0.5285,1.07405,1.10267,0.000329716,0.000109905,0.000329716,0.000109905,0.000329716,0.000109905,0.000329716,0.000109905
49,385.983,0.38441,1.38339,0.98082,0.90255,0.94495,0.995,0.88392,0.5285,1.07405,1.10267,0.000240608,8.02027e-05,0.000240608,8.02027e-05,0.000240608,8.02027e-05,0.000240608,8.02027e-05
50,392.415,0.36929,1.34898,0.93914,0.98003,0.82008,0.95375,0.85917,0.51372,1.05917,1.09204,0.00014754,4.91798e-05,0.00014754,4.91798e-05,0.00014754,4.91798e-05,0.00014754,4.91798e-05
