epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,261.011,0.66086,0.59252,1.19992,0.80271,0.77778,0.8243,0.63976,0.79982,0.85605,1.37393,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142
15,281.228,0.68213,0.54325,1.22706,0.8619,0.79365,0.82779,0.65371,0.76121,0.77325,1.34304,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076
16,300.884,0.60137,0.54105,1.17731,0.89602,0.71429,0.82973,0.64946,0.7838,0.78627,1.37349,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
17,320.561,0.57538,0.53305,1.17068,0.81575,0.77308,0.82902,0.63899,0.79253,0.81307,1.37911,0.002832,0.000944,0.002832,0.000944,0.002832,0.000944,0.002832,0.000944
18,340.611,0.61359,0.51846,1.15087,0.7516,0.7685,0.82124,0.63365,0.75695,0.83096,1.35913,0.002634,0.000878,0.002634,0.000878,0.002634,0.000878,0.002634,0.000878
19,360.018,0.58268,0.4827,1.1357,0.82059,0.72608,0.83575,0.63895,0.78394,0.79962,1.36828,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
20,379.524,0.63565,0.52252,1.17037,0.84054,0.74603,0.84199,0.6498,0.79172,0.78617,1.35551,0.002238,0.000746,0.002238,0.000746,0.002238,0.000746,0.002238,0.000746
21,444.381,0.54571,0.52606,1.14608,0.84053,0.74603,0.83466,0.65888,0.76773,0.81125,1.30704,0.00204,0.00068,0.00204,0.00068,0.00204,0.00068,0.00204,0.00068
22,464.19,0.4959,0.4022,1.10177,0.88308,0.74603,0.82579,0.63457,0.76322,0.85888,1.31741,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
23,483.675,0.4629,0.35394,1.11144,0.91676,0.69933,0.82559,0.62,0.79,0.92367,1.36231,0.001644,0.000548,0.001644,0.000548,0.001644,0.000548,0.001644,0.000548
24,503.18,0.48748,0.38721,1.12306,0.8994,0.73016,0.80895,0.62214,0.78343,0.95389,1.36484,0.001446,0.000482,0.001446,0.000482,0.001446,0.000482,0.001446,0.000482
25,522.429,0.46863,0.35971,1.08002,0.86748,0.74603,0.81303,0.63622,0.77144,0.91125,1.35493,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
26,541.738,0.44907,0.34006,1.08757,0.85255,0.73425,0.81724,0.62382,0.79037,0.90682,1.38092,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035
27,561.206,0.46614,0.32928,1.09656,0.86613,0.71895,0.81814,0.63947,0.78749,0.87677,1.37899,0.000852,0.000284,0.000852,0.000284,0.000852,0.000284,0.000852,0.000284
28,580.701,0.44278,0.30324,1.07095,0.906,0.69841,0.81049,0.63105,0.79237,0.87313,1.38273,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
29,600.364,0.43065,0.29485,1.08077,0.91995,0.66667,0.80876,0.63464,0.79003,0.86689,1.37464,0.000456,0.000152,0.000456,0.000152,0.000456,0.000152,0.000456,0.000152
30,619.334,0.44716,0.29958,1.07549,0.91519,0.68521,0.81039,0.63391,0.79546,0.87214,1.38304,0.000258,8.6e-05,0.000258,8.6e-05,0.000258,8.6e-05,0.000258,8.6e-05
