epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,50.1803,1.01885,3.02846,1.36639,0.41426,0.51759,0.40604,0.29991,1.1364,2.41831,1.47941,0.00164284,0.000547614,0.00164284,0.000547614,0.00164284,0.000547614,0.00164284,0.000547614
2,88.2331,0.92287,1.6453,1.27816,0.53801,0.59318,0.54392,0.42758,1.18079,2.37453,1.50592,0.00324431,0.00108144,0.00324431,0.00108144,0.00324431,0.00108144,0.00324431,0.00108144
3,124.852,0.89166,1.23607,1.2302,0.64396,0.50762,0.58809,0.42556,1.21659,2.5657,1.52402,0.00477976,0.00159325,0.00477976,0.00159325,0.00477976,0.00159325,0.00477976,0.00159325
4,161.35,0.93275,1.19402,1.23869,0.59717,0.55496,0.55739,0.41784,1.23792,2.83943,1.50732,0.00470394,0.00156798,0.00470394,0.00156798,0.00470394,0.00156798,0.00470394,0.00156798
5,197.555,0.86034,0.98307,1.18343,0.55423,0.37721,0.434,0.32939,1.35515,3.13254,1.58474,0.00460492,0.00153497,0.00460492,0.00153497,0.00460492,0.00153497,0.00460492,0.00153497
6,233.703,0.88304,0.89374,1.1731,0.57764,0.58561,0.54981,0.4264,1.26925,3.07446,1.54697,0.0045059,0.00150197,0.0045059,0.00150197,0.0045059,0.00150197,0.0045059,0.00150197
7,270.04,0.82383,0.80336,1.15014,0.53522,0.5634,0.53393,0.42364,1.26934,3.21281,1.56893,0.00440688,0.00146896,0.00440688,0.00146896,0.00440688,0.00146896,0.00440688,0.00146896
8,306.456,0.82058,0.86223,1.17716,0.58745,0.58839,0.5831,0.45406,1.3284,3.05492,1.6086,0.00430786,0.00143595,0.00430786,0.00143595,0.00430786,0.00143595,0.00430786,0.00143595
9,348.513,0.81594,0.83274,1.16926,0.62873,0.57933,0.58676,0.45395,1.30561,3.02216,1.57504,0.00420884,0.00140295,0.00420884,0.00140295,0.00420884,0.00140295,0.00420884,0.00140295
10,392.973,0.7729,0.76226,1.12257,0.58809,0.56508,0.55621,0.42425,1.35005,3.16127,1.62878,0.00410982,0.00136994,0.00410982,0.00136994,0.00410982,0.00136994,0.00410982,0.00136994
11,430.643,0.81252,0.75878,1.15869,0.65074,0.56081,0.58212,0.45381,1.36257,3.20318,1.60451,0.0040108,0.00133693,0.0040108,0.00133693,0.0040108,0.00133693,0.0040108,0.00133693
12,466.889,0.77508,0.69809,1.11583,0.61937,0.5977,0.59363,0.4514,1.33608,3.094,1.61575,0.00391178,0.00130393,0.00391178,0.00130393,0.00391178,0.00130393,0.00391178,0.00130393
13,503.065,0.74902,0.63965,1.09791,0.72184,0.55908,0.60732,0.463,1.37279,3.24039,1.64541,0.00381276,0.00127092,0.00381276,0.00127092,0.00381276,0.00127092,0.00381276,0.00127092
14,539.387,0.74545,0.65442,1.11352,0.65053,0.58787,0.59249,0.44729,1.41559,3.20263,1.70185,0.00371374,0.00123791,0.00371374,0.00123791,0.00371374,0.00123791,0.00371374,0.00123791
15,575.556,0.7622,0.64839,1.12438,0.69084,0.54986,0.59703,0.45792,1.39603,3.39053,1.64523,0.00361472,0.00120491,0.00361472,0.00120491,0.00361472,0.00120491,0.00361472,0.00120491
16,613.413,0.7393,0.62873,1.10432,0.65235,0.62013,0.60966,0.4795,1.35582,3.24494,1.61956,0.0035157,0.0011719,0.0035157,0.0011719,0.0035157,0.0011719,0.0035157,0.0011719
17,650.971,0.74858,0.58393,1.11044,0.66458,0.58389,0.59348,0.46329,1.34868,3.45592,1.6166,0.00341668,0.00113889,0.00341668,0.00113889,0.00341668,0.00113889,0.00341668,0.00113889
18,688.777,0.72817,0.58497,1.09303,0.64858,0.58383,0.61838,0.48911,1.41767,3.65774,1.67031,0.00331766,0.00110589,0.00331766,0.00110589,0.00331766,0.00110589,0.00331766,0.00110589
19,726.745,0.72208,0.56898,1.08743,0.66626,0.58156,0.61315,0.48958,1.4187,3.63372,1.66974,0.00321864,0.00107288,0.00321864,0.00107288,0.00321864,0.00107288,0.00321864,0.00107288
20,764.457,0.71019,0.52981,1.07858,0.65433,0.55418,0.5937,0.48351,1.4648,3.76048,1.68666,0.00311962,0.00103987,0.00311962,0.00103987,0.00311962,0.00103987,0.00311962,0.00103987
21,801.918,0.70347,0.53777,1.08703,0.73633,0.56817,0.61075,0.48462,1.47301,3.61983,1.70907,0.0030206,0.00100687,0.0030206,0.00100687,0.0030206,0.00100687,0.0030206,0.00100687
22,841.242,0.6937,0.54656,1.0727,0.64459,0.59923,0.60492,0.46702,1.44512,3.50439,1.71396,0.00292158,0.000973861,0.00292158,0.000973861,0.00292158,0.000973861,0.00292158,0.000973861
23,879.717,0.70067,0.53385,1.07774,0.73174,0.57669,0.64492,0.5038,1.45665,3.51165,1.69007,0.00282256,0.000940855,0.00282256,0.000940855,0.00282256,0.000940855,0.00282256,0.000940855
24,919.725,0.6678,0.50673,1.05645,0.70765,0.60152,0.63702,0.5069,1.44324,3.62873,1.67946,0.00272354,0.000907848,0.00272354,0.000907848,0.00272354,0.000907848,0.00272354,0.000907848
25,957.531,0.68729,0.51586,1.07631,0.65272,0.56918,0.62399,0.49969,1.433,3.81398,1.69064,0.00262452,0.000874842,0.00262452,0.000874842,0.00262452,0.000874842,0.00262452,0.000874842
26,993.96,0.65137,0.47896,1.05684,0.63652,0.60374,0.6259,0.50395,1.41154,3.74418,1.67916,0.0025255,0.000841835,0.0025255,0.000841835,0.0025255,0.000841835,0.0025255,0.000841835
27,1030.32,0.6459,0.471,1.05128,0.70433,0.57452,0.63308,0.50809,1.41649,3.67395,1.67048,0.00242649,0.000808828,0.00242649,0.000808828,0.00242649,0.000808828,0.00242649,0.000808828
28,1067.04,0.66298,0.45401,1.04313,0.67831,0.56565,0.5945,0.4614,1.42282,3.78677,1.7041,0.00232747,0.000775822,0.00232747,0.000775822,0.00232747,0.000775822,0.00232747,0.000775822
29,1103.63,0.64389,0.46351,1.03908,0.74523,0.55624,0.6189,0.49133,1.45415,3.9139,1.69282,0.00222845,0.000742815,0.00222845,0.000742815,0.00222845,0.000742815,0.00222845,0.000742815
30,1142.4,0.64012,0.45259,1.03292,0.72214,0.56748,0.61666,0.48831,1.44046,3.90499,1.70161,0.00212943,0.000709809,0.00212943,0.000709809,0.00212943,0.000709809,0.00212943,0.000709809
31,1184.75,0.62322,0.44679,1.02834,0.75044,0.56248,0.63628,0.50418,1.43668,3.86668,1.70704,0.00203041,0.000676802,0.00203041,0.000676802,0.00203041,0.000676802,0.00203041,0.000676802
32,1224.55,0.61109,0.42296,1.02544,0.71466,0.55396,0.61714,0.48286,1.42301,3.81805,1.69296,0.00193139,0.000643795,0.00193139,0.000643795,0.00193139,0.000643795,0.00193139,0.000643795
33,1263.83,0.61489,0.42895,1.03975,0.7335,0.56526,0.63703,0.50681,1.42512,3.85314,1.68177,0.00183237,0.000610789,0.00183237,0.000610789,0.00183237,0.000610789,0.00183237,0.000610789
34,1302.54,0.58476,0.39937,1.00677,0.70615,0.60144,0.63453,0.5091,1.43016,3.9352,1.68965,0.00173335,0.000577782,0.00173335,0.000577782,0.00173335,0.000577782,0.00173335,0.000577782
35,1341.75,0.60644,0.40368,1.01002,0.7181,0.60637,0.63466,0.50538,1.44181,3.99304,1.70702,0.00163433,0.000544776,0.00163433,0.000544776,0.00163433,0.000544776,0.00163433,0.000544776
36,1379.87,0.58208,0.42388,1.01225,0.73827,0.58673,0.63072,0.50234,1.43206,3.87311,1.67538,0.00153531,0.000511769,0.00153531,0.000511769,0.00153531,0.000511769,0.00153531,0.000511769
37,1418.26,0.59426,0.40771,1.02269,0.70043,0.59463,0.62199,0.49977,1.41376,3.91499,1.67659,0.00143629,0.000478762,0.00143629,0.000478762,0.00143629,0.000478762,0.00143629,0.000478762
38,1456.94,0.56872,0.39482,0.99622,0.71338,0.60025,0.63383,0.50979,1.45891,3.97819,1.71662,0.00133727,0.000445756,0.00133727,0.000445756,0.00133727,0.000445756,0.00133727,0.000445756
39,1495.38,0.57016,0.39148,0.99184,0.68529,0.60195,0.63654,0.51499,1.45356,3.91548,1.69712,0.00123825,0.000412749,0.00123825,0.000412749,0.00123825,0.000412749,0.00123825,0.000412749
40,1534.21,0.5844,0.37672,0.99502,0.66941,0.59803,0.62584,0.50174,1.4435,3.89111,1.70848,0.00113923,0.000379743,0.00113923,0.000379743,0.00113923,0.000379743,0.00113923,0.000379743
41,1609.56,0.46908,0.30249,0.93691,0.67961,0.58616,0.62726,0.5056,1.43956,3.7815,1.66732,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736
42,1647.67,0.46061,0.29722,0.93115,0.64573,0.5969,0.60374,0.47995,1.45242,3.85649,1.67823,0.000941188,0.000313729,0.000941188,0.000313729,0.000941188,0.000313729,0.000941188,0.000313729
43,1686.47,0.46994,0.49564,0.93639,0.69215,0.55561,0.61426,0.49592,1.49132,4.00315,1.69832,0.000842168,0.000280723,0.000842168,0.000280723,0.000842168,0.000280723,0.000842168,0.000280723
44,1724.76,0.44798,0.27638,0.93748,0.65853,0.58912,0.61391,0.48959,1.47817,3.98129,1.6866,0.000743149,0.000247716,0.000743149,0.000247716,0.000743149,0.000247716,0.000743149,0.000247716
45,1762.78,0.43424,0.26237,0.90649,0.66145,0.58087,0.61463,0.49326,1.48645,3.99741,1.69092,0.000644129,0.00021471,0.000644129,0.00021471,0.000644129,0.00021471,0.000644129,0.00021471
46,1800.61,0.44116,0.27081,0.92311,0.65618,0.5911,0.6145,0.4958,1.4825,3.98994,1.69739,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703
47,1838.5,0.41495,0.26117,0.90935,0.68683,0.57684,0.6286,0.50723,1.44598,3.99217,1.67283,0.000446089,0.000148696,0.000446089,0.000148696,0.000446089,0.000148696,0.000446089,0.000148696
48,1878.55,0.41138,0.25482,0.91419,0.67937,0.59304,0.62759,0.50555,1.45771,4.00093,1.67766,0.000347069,0.00011569,0.000347069,0.00011569,0.000347069,0.00011569,0.000347069,0.00011569
49,1916.63,0.40762,0.24237,0.90905,0.69689,0.59008,0.64067,0.51222,1.45747,4.01367,1.68111,0.00024805,8.26832e-05,0.00024805,8.26832e-05,0.00024805,8.26832e-05,0.00024805,8.26832e-05
50,1966.5,0.3958,0.27952,0.88793,0.6877,0.5856,0.63043,0.50752,1.463,4.01856,1.68682,0.00014903,4.96766e-05,0.00014903,4.96766e-05,0.00014903,4.96766e-05,0.00014903,4.96766e-05
