epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
19,329.075,0.74244,1.66735,1.30834,0.85773,0.47967,0.6064,0.51919,0.68206,1.91232,1.18768,0.000974692,0.000324897,0.000974692,0.000324897,0.000974692,0.000324897,0.000974692,0.000324897
20,347.242,0.72776,1.43052,1.24855,0.93786,0.44883,0.6087,0.52954,0.66648,1.88664,1.17442,0.00094344,0.00031448,0.00094344,0.00031448,0.00094344,0.00031448,0.00094344,0.00031448
21,404.278,0.61522,2.22981,1.22151,0.94644,0.44614,0.61224,0.53675,0.65977,1.87926,1.17702,0.0009037,0.000301233,0.0009037,0.000301233,0.0009037,0.000301233,0.0009037,0.000301233
22,419.206,0.58709,2.01121,1.13186,0.81634,0.52854,0.62053,0.53184,0.64838,1.86486,1.17388,0.000855471,0.000285157,0.000855471,0.000285157,0.000855471,0.000285157,0.000855471,0.000285157
23,437.599,0.49311,1.77248,1.06845,0.86182,0.49664,0.61744,0.5345,0.65332,1.84241,1.17683,0.000798754,0.000266251,0.000798754,0.000266251,0.000798754,0.000266251,0.000798754,0.000266251
24,453.646,0.50989,1.84942,1.09851,0.8523,0.52381,0.62871,0.54028,0.65434,1.83571,1.16365,0.000733549,0.000244516,0.000733549,0.000244516,0.000733549,0.000244516,0.000733549,0.000244516
25,473.314,0.54459,1.76892,1.17438,0.89144,0.48489,0.62258,0.54385,0.65202,1.84499,1.15301,0.000659855,0.000219952,0.000659855,0.000219952,0.000659855,0.000219952,0.000659855,0.000219952
26,494.033,0.53825,1.72378,1.14126,0.88867,0.49048,0.61955,0.54339,0.66155,1.85796,1.1507,0.000577673,0.000192558,0.000577673,0.000192558,0.000577673,0.000192558,0.000577673,0.000192558
27,518.557,0.47851,1.73126,1.11025,0.89237,0.49048,0.62285,0.5438,0.67747,1.90375,1.16248,0.000487003,0.000162334,0.000487003,0.000162334,0.000487003,0.000162334,0.000487003,0.000162334
28,546.109,0.52715,1.76675,1.14724,0.51828,0.59251,0.64411,0.55776,0.68172,1.88436,1.16193,0.000387845,0.000129282,0.000387845,0.000129282,0.000387845,0.000129282,0.000387845,0.000129282
29,574.99,0.52747,1.79959,1.1376,0.51828,0.59251,0.64411,0.55776,0.68172,1.88436,1.16193,0.000280198,9.33994e-05,0.000280198,9.33994e-05,0.000280198,9.33994e-05,0.000280198,9.33994e-05
30,595.973,0.49359,1.68557,1.0823,0.55355,0.58716,0.64314,0.55509,0.6991,1.8757,1.17181,0.000164063,5.46878e-05,0.000164063,5.46878e-05,0.000164063,5.46878e-05,0.000164063,5.46878e-05
