epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
21,846.206,0.01205,0.98167,1,0.06637,0.00313125,0.00104375,0.00313125,0.00104375,0.00313125,0.00104375,0.00313125,0.00104375
22,885.951,0.01358,0.985,1,0.07087,0.00310031,0.00103344,0.00310031,0.00103344,0.00310031,0.00103344,0.00310031,0.00103344
23,925.488,0.01337,0.98333,1,0.05451,0.00306938,0.00102312,0.00306938,0.00102312,0.00306938,0.00102312,0.00306938,0.00102312
24,966.476,0.01132,0.98333,1,0.06262,0.00303844,0.00101281,0.00303844,0.00101281,0.00303844,0.00101281,0.00303844,0.00101281
25,1001.28,0.01047,0.985,1,0.05754,0.0030075,0.0010025,0.0030075,0.0010025,0.0030075,0.0010025,0.0030075,0.0010025
26,1042.18,0.00984,0.98667,1,0.05962,0.00297656,0.000992188,0.00297656,0.000992188,0.00297656,0.000992188,0.00297656,0.000992188
27,1082.39,0.01209,0.98167,1,0.06385,0.00294562,0.000981875,0.00294562,0.000981875,0.00294562,0.000981875,0.00294562,0.000981875
28,1125.74,0.00844,0.98333,1,0.08154,0.00291469,0.000971562,0.00291469,0.000971562,0.00291469,0.000971562,0.00291469,0.000971562
29,1167.86,0.00732,0.98,1,0.06121,0.00288375,0.00096125,0.00288375,0.00096125,0.00288375,0.00096125,0.00288375,0.00096125
30,1208.67,0.00831,0.98333,1,0.06065,0.00285281,0.000950937,0.00285281,0.000950937,0.00285281,0.000950937,0.00285281,0.000950937
31,1249.27,0.00889,0.98333,1,0.05842,0.00282187,0.000940625,0.00282187,0.000940625,0.00282187,0.000940625,0.00282187,0.000940625
32,1290.26,0.00806,0.98333,1,0.06071,0.00279094,0.000930313,0.00279094,0.000930313,0.00279094,0.000930313,0.00279094,0.000930313
33,1329.53,0.00727,0.98167,1,0.06291,0.00276,0.00092,0.00276,0.00092,0.00276,0.00092,0.00276,0.00092
34,1369.65,0.00628,0.985,1,0.06304,0.00272906,0.000909688,0.00272906,0.000909688,0.00272906,0.000909688,0.00272906,0.000909688
35,1405.38,0.01409,0.98,1,0.08448,0.00269813,0.000899375,0.00269813,0.000899375,0.00269813,0.000899375,0.00269813,0.000899375
36,1442.89,0.00712,0.98333,1,0.0603,0.00266719,0.000889062,0.00266719,0.000889062,0.00266719,0.000889062,0.00266719,0.000889062
37,1483.29,0.00712,0.98333,1,0.062,0.00263625,0.00087875,0.00263625,0.00087875,0.00263625,0.00087875,0.00263625,0.00087875
38,1523.59,0.00542,0.98167,1,0.06766,0.00260531,0.000868437,0.00260531,0.000868437,0.00260531,0.000868437,0.00260531,0.000868437
39,1564.4,0.00657,0.98167,1,0.06237,0.00257437,0.000858125,0.00257437,0.000858125,0.00257437,0.000858125,0.00257437,0.000858125
40,1605.12,0.00645,0.985,1,0.06164,0.00254344,0.000847813,0.00254344,0.000847813,0.00254344,0.000847813,0.00254344,0.000847813
41,1646.57,0.00763,0.985,1,0.06678,0.0025125,0.0008375,0.0025125,0.0008375,0.0025125,0.0008375,0.0025125,0.0008375
42,1686.19,0.00688,0.98667,1,0.0978,0.00248156,0.000827187,0.00248156,0.000827187,0.00248156,0.000827187,0.00248156,0.000827187
43,1725.12,0.00848,0.98333,1,0.06258,0.00245062,0.000816875,0.00245062,0.000816875,0.00245062,0.000816875,0.00245062,0.000816875
44,1763.89,0.00904,0.98333,1,0.06027,0.00241969,0.000806562,0.00241969,0.000806562,0.00241969,0.000806562,0.00241969,0.000806562
45,1803.4,0.00614,0.985,1,0.06467,0.00238875,0.00079625,0.00238875,0.00079625,0.00238875,0.00079625,0.00238875,0.00079625
46,1843.04,0.00627,0.985,1,0.0624,0.00235781,0.000785938,0.00235781,0.000785938,0.00235781,0.000785938,0.00235781,0.000785938
47,1882.77,0.00661,0.98333,1,0.07621,0.00232687,0.000775625,0.00232687,0.000775625,0.00232687,0.000775625,0.00232687,0.000775625
48,1921.64,0.00719,0.98667,1,0.05748,0.00229594,0.000765313,0.00229594,0.000765313,0.00229594,0.000765313,0.00229594,0.000765313
49,1960.45,0.00765,0.98667,1,0.05753,0.002265,0.000755,0.002265,0.000755,0.002265,0.000755,0.002265,0.000755
50,1999.65,0.00612,0.98833,1,0.05531,0.00223406,0.000744688,0.00223406,0.000744688,0.00223406,0.000744688,0.00223406,0.000744688
51,2039.6,0.00615,0.985,1,0.05848,0.00220312,0.000734375,0.00220312,0.000734375,0.00220312,0.000734375,0.00220312,0.000734375
52,2079.29,0.00815,0.98667,1,0.05975,0.00217219,0.000724062,0.00217219,0.000724062,0.00217219,0.000724062,0.00217219,0.000724062
53,2118.99,0.00612,0.98333,1,0.05779,0.00214125,0.00071375,0.00214125,0.00071375,0.00214125,0.00071375,0.00214125,0.00071375
54,2159.91,0.00641,0.98333,1,0.05805,0.00211031,0.000703437,0.00211031,0.000703437,0.00211031,0.000703437,0.00211031,0.000703437
55,2199.15,0.00538,0.98833,1,0.05798,0.00207938,0.000693125,0.00207938,0.000693125,0.00207938,0.000693125,0.00207938,0.000693125
56,2238.97,0.00482,0.98667,1,0.05751,0.00204844,0.000682813,0.00204844,0.000682813,0.00204844,0.000682813,0.00204844,0.000682813
57,2278.31,0.00369,0.985,1,0.05713,0.0020175,0.0006725,0.0020175,0.0006725,0.0020175,0.0006725,0.0020175,0.0006725
58,2317.68,0.0064,0.985,1,0.06124,0.00198656,0.000662188,0.00198656,0.000662188,0.00198656,0.000662188,0.00198656,0.000662188
59,2358.92,0.0053,0.98333,1,0.06055,0.00195562,0.000651875,0.00195562,0.000651875,0.00195562,0.000651875,0.00195562,0.000651875
60,2395.68,0.0046,0.98333,1,0.06767,0.00192469,0.000641562,0.00192469,0.000641562,0.00192469,0.000641562,0.00192469,0.000641562
61,2434.09,0.00721,0.98167,1,0.06417,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125
62,2474.93,0.00503,0.98167,1,0.06459,0.00186281,0.000620938,0.00186281,0.000620938,0.00186281,0.000620938,0.00186281,0.000620938
63,2516.13,0.00268,0.98167,1,0.08172,0.00183187,0.000610625,0.00183187,0.000610625,0.00183187,0.000610625,0.00183187,0.000610625
64,2557.15,0.00334,0.98333,1,0.06293,0.00180094,0.000600313,0.00180094,0.000600313,0.00180094,0.000600313,0.00180094,0.000600313
65,2597.73,0.00479,0.98,1,0.06367,0.00177,0.00059,0.00177,0.00059,0.00177,0.00059,0.00177,0.00059
66,2638.65,0.00484,0.98167,1,0.06294,0.00173906,0.000579688,0.00173906,0.000579688,0.00173906,0.000579688,0.00173906,0.000579688
67,2678.65,0.00194,0.98167,1,0.06883,0.00170812,0.000569375,0.00170812,0.000569375,0.00170812,0.000569375,0.00170812,0.000569375
68,2719.49,0.00503,0.98167,1,0.06599,0.00167719,0.000559062,0.00167719,0.000559062,0.00167719,0.000559062,0.00167719,0.000559062
69,2759.87,0.00483,0.98167,1,0.06516,0.00164625,0.00054875,0.00164625,0.00054875,0.00164625,0.00054875,0.00164625,0.00054875
70,2800,0.00318,0.98,1,0.06486,0.00161531,0.000538438,0.00161531,0.000538438,0.00161531,0.000538438,0.00161531,0.000538438
71,2839.87,0.00412,0.98167,1,0.07068,0.00158437,0.000528125,0.00158437,0.000528125,0.00158437,0.000528125,0.00158437,0.000528125
72,2880.33,0.00293,0.98,1,0.06274,0.00155344,0.000517813,0.00155344,0.000517813,0.00155344,0.000517813,0.00155344,0.000517813
73,2920.77,0.00406,0.98333,1,0.06288,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075
74,2960.04,0.00202,0.98333,1,0.0612,0.00149156,0.000497188,0.00149156,0.000497188,0.00149156,0.000497188,0.00149156,0.000497188
75,3001.43,0.00555,0.98,1,0.06244,0.00146062,0.000486875,0.00146062,0.000486875,0.00146062,0.000486875,0.00146062,0.000486875
76,3042.11,0.00659,0.98333,1,0.06387,0.00142969,0.000476562,0.00142969,0.000476562,0.00142969,0.000476562,0.00142969,0.000476562
77,3083.41,0.00479,0.98167,1,0.07201,0.00139875,0.00046625,0.00139875,0.00046625,0.00139875,0.00046625,0.00139875,0.00046625
78,3124.76,0.00198,0.98333,1,0.06294,0.00136781,0.000455937,0.00136781,0.000455937,0.00136781,0.000455937,0.00136781,0.000455937
79,3166.39,0.004,0.98333,1,0.0638,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625
80,3206.66,0.00551,0.98167,1,0.06117,0.00130594,0.000435312,0.00130594,0.000435312,0.00130594,0.000435312,0.00130594,0.000435312
81,3246.66,0.00571,0.98333,1,0.0882,0.001275,0.000425,0.001275,0.000425,0.001275,0.000425,0.001275,0.000425
82,3286.36,0.00604,0.98333,1,0.06845,0.00124406,0.000414688,0.00124406,0.000414688,0.00124406,0.000414688,0.00124406,0.000414688
83,3326.05,0.00412,0.98167,1,0.06725,0.00121313,0.000404375,0.00121313,0.000404375,0.00121313,0.000404375,0.00121313,0.000404375
84,3365.82,0.00389,0.98333,1,0.06089,0.00118219,0.000394063,0.00118219,0.000394063,0.00118219,0.000394063,0.00118219,0.000394063
85,3405.87,0.00335,0.98167,1,0.06602,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375
86,3446.07,0.00212,0.98333,1,0.05906,0.00112031,0.000373437,0.00112031,0.000373437,0.00112031,0.000373437,0.00112031,0.000373437
87,3485.99,0.00133,0.98333,1,0.0618,0.00108937,0.000363125,0.00108937,0.000363125,0.00108937,0.000363125,0.00108937,0.000363125
88,3527.75,0.00255,0.985,1,0.06085,0.00105844,0.000352812,0.00105844,0.000352812,0.00105844,0.000352812,0.00105844,0.000352812
89,3569.35,0.00572,0.985,1,0.06109,0.0010275,0.0003425,0.0010275,0.0003425,0.0010275,0.0003425,0.0010275,0.0003425
90,3610.29,0.00189,0.98333,1,0.05996,0.000996562,0.000332187,0.000996562,0.000332187,0.000996562,0.000332187,0.000996562,0.000332187
91,3652.4,0.00356,0.98333,1,0.06218,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875
92,3695.41,0.00259,0.98167,1,0.07718,0.000934688,0.000311563,0.000934688,0.000311563,0.000934688,0.000311563,0.000934688,0.000311563
93,3736.51,0.0023,0.98333,1,0.06083,0.00090375,0.00030125,0.00090375,0.00030125,0.00090375,0.00030125,0.00090375,0.00030125
94,3778.56,0.005,0.98333,1,0.06164,0.000872812,0.000290937,0.000872812,0.000290937,0.000872812,0.000290937,0.000872812,0.000290937
95,3817.76,0.00172,0.98333,1,0.0623,0.000841875,0.000280625,0.000841875,0.000280625,0.000841875,0.000280625,0.000841875,0.000280625
96,3857.39,0.00144,0.985,1,0.06286,0.000810938,0.000270313,0.000810938,0.000270313,0.000810938,0.000270313,0.000810938,0.000270313
97,3897.91,0.00221,0.98167,1,0.06166,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026
98,3940.29,0.00352,0.98333,1,0.10158,0.000749062,0.000249687,0.000749062,0.000249687,0.000749062,0.000249687,0.000749062,0.000249687
99,3981.59,0.00408,0.98333,1,0.06606,0.000718125,0.000239375,0.000718125,0.000239375,0.000718125,0.000239375,0.000718125,0.000239375
100,4022.6,0.00292,0.98167,1,0.06245,0.000687188,0.000229063,0.000687188,0.000229063,0.000687188,0.000229063,0.000687188,0.000229063
101,4063.73,0.00445,0.98333,1,0.07436,0.00065625,0.00021875,0.00065625,0.00021875,0.00065625,0.00021875,0.00065625,0.00021875
102,4103.98,0.00154,0.98167,1,0.07825,0.000625313,0.000208438,0.000625313,0.000208438,0.000625313,0.000208438,0.000625313,0.000208438
103,4144.15,0.00134,0.98167,1,0.06195,0.000594375,0.000198125,0.000594375,0.000198125,0.000594375,0.000198125,0.000594375,0.000198125
104,4185.35,0.00152,0.98,1,0.06336,0.000563438,0.000187813,0.000563438,0.000187813,0.000563438,0.000187813,0.000563438,0.000187813
105,4226.14,0.00348,0.98167,1,0.07248,0.0005325,0.0001775,0.0005325,0.0001775,0.0005325,0.0001775,0.0005325,0.0001775
106,4271.79,0.004,0.98333,1,0.06239,0.000501563,0.000167188,0.000501563,0.000167188,0.000501563,0.000167188,0.000501563,0.000167188
107,4316.33,0.00341,0.98167,1,0.0615,0.000470625,0.000156875,0.000470625,0.000156875,0.000470625,0.000156875,0.000470625,0.000156875
108,4359.06,0.00227,0.98167,1,0.06386,0.000439687,0.000146562,0.000439687,0.000146562,0.000439687,0.000146562,0.000439687,0.000146562
109,4400.58,0.00271,0.98167,1,0.06361,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625
110,4440.2,0.00134,0.98167,1,0.06292,0.000377813,0.000125938,0.000377813,0.000125938,0.000377813,0.000125938,0.000377813,0.000125938
111,4479.69,0.00159,0.98333,1,0.06912,0.000346875,0.000115625,0.000346875,0.000115625,0.000346875,0.000115625,0.000346875,0.000115625
112,4521.29,0.00312,0.98167,1,0.07219,0.000315937,0.000105312,0.000315937,0.000105312,0.000315937,0.000105312,0.000315937,0.000105312
113,4562.52,0.00377,0.98333,1,0.06279,0.000285,9.5e-05,0.000285,9.5e-05,0.000285,9.5e-05,0.000285,9.5e-05
114,4604.64,0.00165,0.98333,1,0.06273,0.000254063,8.46875e-05,0.000254063,8.46875e-05,0.000254063,8.46875e-05,0.000254063,8.46875e-05
115,4646.23,0.00674,0.98333,1,0.06307,0.000223125,7.4375e-05,0.000223125,7.4375e-05,0.000223125,7.4375e-05,0.000223125,7.4375e-05
116,4687.05,0.00296,0.98167,1,0.06264,0.000192187,6.40625e-05,0.000192187,6.40625e-05,0.000192187,6.40625e-05,0.000192187,6.40625e-05
117,4728.32,0.00126,0.98,1,0.0635,0.00016125,5.375e-05,0.00016125,5.375e-05,0.00016125,5.375e-05,0.00016125,5.375e-05
118,4766.22,0.0044,0.98333,1,0.06455,0.000130313,4.34375e-05,0.000130313,4.34375e-05,0.000130313,4.34375e-05,0.000130313,4.34375e-05
119,4807.8,0.00182,0.98167,1,0.07596,9.9375e-05,3.3125e-05,9.9375e-05,3.3125e-05,9.9375e-05,3.3125e-05,9.9375e-05,3.3125e-05
120,4849.34,0.00354,0.98167,1,0.07041,6.84375e-05,2.28125e-05,6.84375e-05,2.28125e-05,6.84375e-05,2.28125e-05,6.84375e-05,2.28125e-05
