epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
20,563.766,0.00992,0.98793,1,0.03187,0.00316219,0.00105406,0.00316219,0.00105406,0.00316219,0.00105406,0.00316219,0.00105406
21,590.119,0.01215,0.98793,1,0.035,0.00313125,0.00104375,0.00313125,0.00104375,0.00313125,0.00104375,0.00313125,0.00104375
22,616.257,0.00926,0.98793,1,0.03669,0.00310031,0.00103344,0.00310031,0.00103344,0.00310031,0.00103344,0.00310031,0.00103344
23,642.274,0.00792,0.98793,1,0.03476,0.00306938,0.00102312,0.00306938,0.00102312,0.00306938,0.00102312,0.00306938,0.00102312
24,668.888,0.01046,0.98793,1,0.03552,0.00303844,0.00101281,0.00303844,0.00101281,0.00303844,0.00101281,0.00303844,0.00101281
25,695.356,0.01117,0.98793,1,0.03848,0.0030075,0.0010025,0.0030075,0.0010025,0.0030075,0.0010025,0.0030075,0.0010025
26,728.527,0.00925,0.98793,1,0.08019,0.00297656,0.000992188,0.00297656,0.000992188,0.00297656,0.000992188,0.00297656,0.000992188
27,757.008,0.00581,0.98793,1,0.03222,0.00294562,0.000981875,0.00294562,0.000981875,0.00294562,0.000981875,0.00294562,0.000981875
28,795.975,0.01163,0.98793,1,0.03737,0.00291469,0.000971562,0.00291469,0.000971562,0.00291469,0.000971562,0.00291469,0.000971562
29,829.132,0.00841,0.98793,1,0.03751,0.00288375,0.00096125,0.00288375,0.00096125,0.00288375,0.00096125,0.00288375,0.00096125
30,860.138,0.00619,0.98793,1,0.03547,0.00285281,0.000950937,0.00285281,0.000950937,0.00285281,0.000950937,0.00285281,0.000950937
31,888.77,0.00587,0.98793,1,0.0382,0.00282187,0.000940625,0.00282187,0.000940625,0.00282187,0.000940625,0.00282187,0.000940625
32,917.47,0.0078,0.98793,1,0.03676,0.00279094,0.000930313,0.00279094,0.000930313,0.00279094,0.000930313,0.00279094,0.000930313
33,945.793,0.00722,0.98793,1,0.03411,0.00276,0.00092,0.00276,0.00092,0.00276,0.00092,0.00276,0.00092
34,972.708,0.00417,0.98966,1,0.03441,0.00272906,0.000909688,0.00272906,0.000909688,0.00272906,0.000909688,0.00272906,0.000909688
35,1009.79,0.00712,0.98793,1,0.03393,0.00269813,0.000899375,0.00269813,0.000899375,0.00269813,0.000899375,0.00269813,0.000899375
36,1036.7,0.0066,0.98793,1,0.03607,0.00266719,0.000889062,0.00266719,0.000889062,0.00266719,0.000889062,0.00266719,0.000889062
37,1068.47,0.00376,0.98793,1,0.03439,0.00263625,0.00087875,0.00263625,0.00087875,0.00263625,0.00087875,0.00263625,0.00087875
38,1100.46,0.00627,0.98793,1,0.03441,0.00260531,0.000868437,0.00260531,0.000868437,0.00260531,0.000868437,0.00260531,0.000868437
39,1131.79,0.00377,0.98793,1,0.0358,0.00257437,0.000858125,0.00257437,0.000858125,0.00257437,0.000858125,0.00257437,0.000858125
40,1158.84,0.00336,0.98966,1,0.03215,0.00254344,0.000847813,0.00254344,0.000847813,0.00254344,0.000847813,0.00254344,0.000847813
41,1187.29,0.0051,0.98793,1,0.03219,0.0025125,0.0008375,0.0025125,0.0008375,0.0025125,0.0008375,0.0025125,0.0008375
42,1214.18,0.0082,0.98793,1,0.03453,0.00248156,0.000827187,0.00248156,0.000827187,0.00248156,0.000827187,0.00248156,0.000827187
43,1240.44,0.00385,0.98793,1,0.03491,0.00245062,0.000816875,0.00245062,0.000816875,0.00245062,0.000816875,0.00245062,0.000816875
44,1272.2,0.00409,0.98793,1,0.03342,0.00241969,0.000806562,0.00241969,0.000806562,0.00241969,0.000806562,0.00241969,0.000806562
45,1304.16,0.00547,0.98793,1,0.03445,0.00238875,0.00079625,0.00238875,0.00079625,0.00238875,0.00079625,0.00238875,0.00079625
46,1331.2,0.00317,0.98793,1,0.03024,0.00235781,0.000785938,0.00235781,0.000785938,0.00235781,0.000785938,0.00235781,0.000785938
47,1357.18,0.00194,0.98966,1,0.032,0.00232687,0.000775625,0.00232687,0.000775625,0.00232687,0.000775625,0.00232687,0.000775625
48,1394.99,0.0026,0.98793,1,0.03142,0.00229594,0.000765313,0.00229594,0.000765313,0.00229594,0.000765313,0.00229594,0.000765313
49,1426.43,0.00329,0.98793,1,0.03134,0.002265,0.000755,0.002265,0.000755,0.002265,0.000755,0.002265,0.000755
50,1458.38,0.00409,0.98793,1,0.03113,0.00223406,0.000744688,0.00223406,0.000744688,0.00223406,0.000744688,0.00223406,0.000744688
51,1490.48,0.00383,0.98793,1,0.03821,0.00220312,0.000734375,0.00220312,0.000734375,0.00220312,0.000734375,0.00220312,0.000734375
52,1522.23,0.00162,0.98793,1,0.03827,0.00217219,0.000724062,0.00217219,0.000724062,0.00217219,0.000724062,0.00217219,0.000724062
53,1553.95,0.00183,0.98793,1,0.03823,0.00214125,0.00071375,0.00214125,0.00071375,0.00214125,0.00071375,0.00214125,0.00071375
54,1581.08,0.00255,0.98793,1,0.04009,0.00211031,0.000703437,0.00211031,0.000703437,0.00211031,0.000703437,0.00211031,0.000703437
55,1608.18,0.00333,0.98793,1,0.04137,0.00207938,0.000693125,0.00207938,0.000693125,0.00207938,0.000693125,0.00207938,0.000693125
56,1639.89,0.00634,0.98793,1,0.04396,0.00204844,0.000682813,0.00204844,0.000682813,0.00204844,0.000682813,0.00204844,0.000682813
57,1671.64,0.00444,0.98793,1,0.04271,0.0020175,0.0006725,0.0020175,0.0006725,0.0020175,0.0006725,0.0020175,0.0006725
58,1700.65,0.00189,0.98793,1,0.04592,0.00198656,0.000662188,0.00198656,0.000662188,0.00198656,0.000662188,0.00198656,0.000662188
59,1727.29,0.00149,0.98793,1,0.04233,0.00195562,0.000651875,0.00195562,0.000651875,0.00195562,0.000651875,0.00195562,0.000651875
60,1759.07,0.00459,0.98793,1,0.04266,0.00192469,0.000641562,0.00192469,0.000641562,0.00192469,0.000641562,0.00192469,0.000641562
61,1791.75,0.00435,0.98793,1,0.04075,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125
62,1823.1,0.00206,0.98793,1,0.0375,0.00186281,0.000620938,0.00186281,0.000620938,0.00186281,0.000620938,0.00186281,0.000620938
63,1850.05,0.00307,0.98793,1,0.06087,0.00183187,0.000610625,0.00183187,0.000610625,0.00183187,0.000610625,0.00183187,0.000610625
64,1881.02,0.00337,0.98966,1,0.03378,0.00180094,0.000600313,0.00180094,0.000600313,0.00180094,0.000600313,0.00180094,0.000600313
65,1918.57,0.00298,0.98793,1,0.03426,0.00177,0.00059,0.00177,0.00059,0.00177,0.00059,0.00177,0.00059
66,1950.14,0.0021,0.98793,1,0.03556,0.00173906,0.000579688,0.00173906,0.000579688,0.00173906,0.000579688,0.00173906,0.000579688
67,1981.6,0.00309,0.98966,1,0.03834,0.00170812,0.000569375,0.00170812,0.000569375,0.00170812,0.000569375,0.00170812,0.000569375
68,2014.6,0.00174,0.98793,1,0.04023,0.00167719,0.000559062,0.00167719,0.000559062,0.00167719,0.000559062,0.00167719,0.000559062
69,2045.87,0.00525,0.98966,1,0.04204,0.00164625,0.00054875,0.00164625,0.00054875,0.00164625,0.00054875,0.00164625,0.00054875
70,2074.39,0.00178,0.98966,1,0.04255,0.00161531,0.000538438,0.00161531,0.000538438,0.00161531,0.000538438,0.00161531,0.000538438
71,2102.74,0.00162,0.98966,1,0.04336,0.00158437,0.000528125,0.00158437,0.000528125,0.00158437,0.000528125,0.00158437,0.000528125
72,2130.56,0.00327,0.98966,1,0.04338,0.00155344,0.000517813,0.00155344,0.000517813,0.00155344,0.000517813,0.00155344,0.000517813
73,2166.95,0.00211,0.98793,1,0.04171,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075
74,2198.54,0.00107,0.98966,1,0.0426,0.00149156,0.000497188,0.00149156,0.000497188,0.00149156,0.000497188,0.00149156,0.000497188
75,2236.02,0.00212,0.98793,1,0.04297,0.00146062,0.000486875,0.00146062,0.000486875,0.00146062,0.000486875,0.00146062,0.000486875
76,2267.53,0.00155,0.98793,1,0.04197,0.00142969,0.000476562,0.00142969,0.000476562,0.00142969,0.000476562,0.00142969,0.000476562
77,2294.46,0.00409,0.98793,1,0.04052,0.00139875,0.00046625,0.00139875,0.00046625,0.00139875,0.00046625,0.00139875,0.00046625
78,2320.48,0.00145,0.98793,1,0.04213,0.00136781,0.000455937,0.00136781,0.000455937,0.00136781,0.000455937,0.00136781,0.000455937
79,2352.24,0.00223,0.99138,1,0.04168,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625
80,2388.99,0.00152,0.98793,1,0.04071,0.00130594,0.000435312,0.00130594,0.000435312,0.00130594,0.000435312,0.00130594,0.000435312
81,2420.5,0.00202,0.98793,1,0.03919,0.001275,0.000425,0.001275,0.000425,0.001275,0.000425,0.001275,0.000425
82,2452.04,0.00146,0.98966,1,0.04115,0.00124406,0.000414688,0.00124406,0.000414688,0.00124406,0.000414688,0.00124406,0.000414688
83,2479.12,0.00103,0.98966,1,0.0416,0.00121313,0.000404375,0.00121313,0.000404375,0.00121313,0.000404375,0.00121313,0.000404375
84,2505.94,0.00413,0.98966,1,0.03996,0.00118219,0.000394063,0.00118219,0.000394063,0.00118219,0.000394063,0.00118219,0.000394063
85,2537.72,0.00119,0.98966,1,0.03972,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375
86,2569.51,0.00079,0.98966,1,0.04208,0.00112031,0.000373437,0.00112031,0.000373437,0.00112031,0.000373437,0.00112031,0.000373437
87,2596.41,0.00159,0.98966,1,0.10434,0.00108937,0.000363125,0.00108937,0.000363125,0.00108937,0.000363125,0.00108937,0.000363125
88,2622.32,0.00168,0.98966,1,0.03941,0.00105844,0.000352812,0.00105844,0.000352812,0.00105844,0.000352812,0.00105844,0.000352812
89,2654.02,0.00456,0.98966,1,0.04013,0.0010275,0.0003425,0.0010275,0.0003425,0.0010275,0.0003425,0.0010275,0.0003425
90,2685.52,0.00123,0.98966,1,0.03956,0.000996562,0.000332187,0.000996562,0.000332187,0.000996562,0.000332187,0.000996562,0.000332187
91,2716.32,0.00109,0.98966,1,0.04081,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875
92,2744.62,0.00157,0.98966,1,0.0414,0.000934688,0.000311563,0.000934688,0.000311563,0.000934688,0.000311563,0.000934688,0.000311563
