epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
13,180.982,0.67698,0.57745,1.23076,0.84781,0.72881,0.82093,0.61109,0.84713,0.89491,1.50301,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
14,194.151,0.67171,0.62229,1.19971,0.89195,0.74576,0.83853,0.60168,0.90367,0.92332,1.63314,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142
15,205.406,0.67886,0.57666,1.20922,0.95442,0.70989,0.83756,0.61204,0.90571,0.92932,1.62178,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076
16,216.72,0.63647,0.5354,1.18931,0.82191,0.79661,0.83283,0.61347,0.87904,0.97797,1.57297,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
17,229.143,0.61125,0.55368,1.18535,0.85784,0.71186,0.83937,0.61499,0.83299,0.93719,1.53813,0.002832,0.000944,0.002832,0.000944,0.002832,0.000944,0.002832,0.000944
18,241.333,0.65625,0.55875,1.21401,0.81113,0.7279,0.8364,0.64249,0.81369,0.91114,1.45375,0.002634,0.000878,0.002634,0.000878,0.002634,0.000878,0.002634,0.000878
19,254.659,0.61651,0.52704,1.1866,0.94129,0.67797,0.83783,0.63364,0.82387,0.91923,1.4663,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
20,269.071,0.61211,0.53612,1.17237,0.8395,0.72881,0.84661,0.6367,0.84568,0.89624,1.52057,0.002238,0.000746,0.002238,0.000746,0.002238,0.000746,0.002238,0.000746
21,324.842,0.5911,0.56625,1.20584,0.79355,0.76271,0.83638,0.63536,0.81957,0.88783,1.49649,0.00204,0.00068,0.00204,0.00068,0.00204,0.00068,0.00204,0.00068
22,337.925,0.50022,0.4309,1.16331,0.88798,0.74576,0.84332,0.64095,0.8407,0.88035,1.51294,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
23,352.255,0.50423,0.38796,1.11955,0.88985,0.74576,0.83187,0.62629,0.91979,0.90182,1.59309,0.001644,0.000548,0.001644,0.000548,0.001644,0.000548,0.001644,0.000548
24,364.068,0.51274,0.39046,1.13556,0.86399,0.77966,0.84628,0.6488,0.89984,0.82901,1.57024,0.001446,0.000482,0.001446,0.000482,0.001446,0.000482,0.001446,0.000482
25,376.864,0.49294,0.35766,1.13709,0.86124,0.76271,0.85006,0.65241,0.90802,0.76873,1.59362,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
26,391.496,0.49407,0.3542,1.12599,0.87062,0.76271,0.86911,0.65003,0.88888,0.77426,1.54656,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035
27,405.804,0.49164,0.33189,1.09262,0.82758,0.81353,0.86696,0.63907,0.8918,0.77777,1.54688,0.000852,0.000284,0.000852,0.000284,0.000852,0.000284,0.000852,0.000284
28,419.982,0.44843,0.3177,1.09495,0.88226,0.76203,0.86462,0.63662,0.89802,0.80341,1.53594,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
29,434.95,0.44925,0.32075,1.09806,0.88787,0.72881,0.86334,0.63547,0.9046,0.81523,1.53689,0.000456,0.000152,0.000456,0.000152,0.000456,0.000152,0.000456,0.000152
30,450.443,0.46019,0.29858,1.08569,0.91418,0.72226,0.85833,0.63474,0.88598,0.81316,1.52178,0.000258,8.6e-05,0.000258,8.6e-05,0.000258,8.6e-05,0.000258,8.6e-05
