epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,149.637,0.74956,0.70906,1.09915,0.69701,0.79899,0.74208,0.57293,0.85472,1.55931,1.18997,0.0040108,0.00133693,0.0040108,0.00133693,0.0040108,0.00133693,0.0040108,0.00133693
12,161.455,0.75819,0.64715,1.10887,0.71586,0.85304,0.77518,0.60333,0.82061,1.59783,1.14744,0.00391178,0.00130393,0.00391178,0.00130393,0.00391178,0.00130393,0.00391178,0.00130393
13,172.833,0.73685,0.62666,1.10426,0.71713,0.78547,0.74896,0.59449,0.83382,1.55883,1.15397,0.00381276,0.00127092,0.00381276,0.00127092,0.00381276,0.00127092,0.00381276,0.00127092
14,184.366,0.7355,0.60591,1.09104,0.71325,0.82939,0.78013,0.61921,0.83718,1.77842,1.16312,0.00371374,0.00123791,0.00371374,0.00123791,0.00371374,0.00123791,0.00371374,0.00123791
15,196.008,0.75848,0.60372,1.09464,0.74323,0.8479,0.78743,0.6135,0.85435,1.50933,1.18336,0.00361472,0.00120491,0.00361472,0.00120491,0.00361472,0.00120491,0.00361472,0.00120491
16,208.053,0.73309,0.66877,1.09169,0.75042,0.81781,0.7722,0.59912,0.88201,1.39412,1.21059,0.0035157,0.0011719,0.0035157,0.0011719,0.0035157,0.0011719,0.0035157,0.0011719
17,220.171,0.70594,0.51668,1.06497,0.73906,0.83462,0.78277,0.61883,0.84187,1.60232,1.16891,0.00341668,0.00113889,0.00341668,0.00113889,0.00341668,0.00113889,0.00341668,0.00113889
18,232.718,0.6927,0.50859,1.06217,0.72823,0.80912,0.77757,0.61583,0.81581,1.31051,1.16206,0.00331766,0.00110589,0.00331766,0.00110589,0.00331766,0.00110589,0.00331766,0.00110589
19,244.968,0.69119,0.49088,1.06235,0.75345,0.7819,0.79215,0.61805,0.84444,1.53955,1.18658,0.00321864,0.00107288,0.00321864,0.00107288,0.00321864,0.00107288,0.00321864,0.00107288
20,263.364,0.68328,0.47732,1.07205,0.72721,0.84459,0.80031,0.62749,0.85533,1.5612,1.18849,0.00311962,0.00103987,0.00311962,0.00103987,0.00311962,0.00103987,0.00311962,0.00103987
21,275.227,0.69588,0.48203,1.079,0.74126,0.80615,0.80167,0.62493,0.85791,1.56428,1.19668,0.0030206,0.00100687,0.0030206,0.00100687,0.0030206,0.00100687,0.0030206,0.00100687
22,286.943,0.67375,0.46895,1.05661,0.73069,0.82264,0.77346,0.61418,0.8594,1.65862,1.18261,0.00292158,0.000973861,0.00292158,0.000973861,0.00292158,0.000973861,0.00292158,0.000973861
23,299.046,0.68664,0.46246,1.07055,0.74482,0.83108,0.78398,0.60815,0.86101,1.56606,1.19708,0.00282256,0.000940855,0.00282256,0.000940855,0.00282256,0.000940855,0.00282256,0.000940855
24,315.625,0.65807,0.44137,1.03991,0.73472,0.83882,0.78717,0.60553,0.86013,1.64675,1.19556,0.00272354,0.000907848,0.00272354,0.000907848,0.00272354,0.000907848,0.00272354,0.000907848
25,330.891,0.65591,0.44015,1.0533,0.73666,0.83624,0.78614,0.60658,0.87092,1.53095,1.20495,0.00262452,0.000874842,0.00262452,0.000874842,0.00262452,0.000874842,0.00262452,0.000874842
26,344.29,0.67069,0.44845,1.04134,0.70507,0.81852,0.78245,0.60386,0.86506,1.48408,1.21903,0.0025255,0.000841835,0.0025255,0.000841835,0.0025255,0.000841835,0.0025255,0.000841835
27,356.152,0.66367,0.44157,1.04718,0.74013,0.83531,0.77767,0.5967,0.86766,1.55813,1.20844,0.00242649,0.000808828,0.00242649,0.000808828,0.00242649,0.000808828,0.00242649,0.000808828
28,367.835,0.64607,0.43213,1.03312,0.72711,0.84966,0.774,0.60541,0.86119,1.64904,1.20933,0.00232747,0.000775822,0.00232747,0.000775822,0.00232747,0.000775822,0.00232747,0.000775822
29,379.736,0.62741,0.4094,1.02413,0.73074,0.83784,0.77912,0.61832,0.85157,1.56909,1.18939,0.00222845,0.000742815,0.00222845,0.000742815,0.00222845,0.000742815,0.00222845,0.000742815
30,391.67,0.62939,0.42802,1.05629,0.7385,0.82256,0.78462,0.62071,0.85879,1.49782,1.20071,0.00212943,0.000709809,0.00212943,0.000709809,0.00212943,0.000709809,0.00212943,0.000709809
31,403.638,0.62633,0.42747,1.04701,0.75015,0.8173,0.77822,0.62333,0.84216,1.54526,1.18687,0.00203041,0.000676802,0.00203041,0.000676802,0.00203041,0.000676802,0.00203041,0.000676802
32,415.661,0.62188,0.39764,1.01853,0.76145,0.80068,0.77762,0.60797,0.84173,1.54269,1.18956,0.00193139,0.000643795,0.00193139,0.000643795,0.00193139,0.000643795,0.00193139,0.000643795
33,427.115,0.64037,0.43121,1.04649,0.74418,0.81081,0.77674,0.61386,0.83457,1.58961,1.18936,0.00183237,0.000610789,0.00183237,0.000610789,0.00183237,0.000610789,0.00183237,0.000610789
34,439.572,0.60572,0.4099,1.02771,0.74024,0.83643,0.76875,0.6035,0.8528,1.65217,1.20364,0.00173335,0.000577782,0.00173335,0.000577782,0.00173335,0.000577782,0.00173335,0.000577782
35,452.672,0.60619,0.39162,1.01867,0.73766,0.83108,0.77601,0.61161,0.8577,1.7168,1.19696,0.00163433,0.000544776,0.00163433,0.000544776,0.00163433,0.000544776,0.00163433,0.000544776
36,465.047,0.59826,0.37105,1.01754,0.72047,0.83277,0.77426,0.61145,0.84841,1.58547,1.19775,0.00153531,0.000511769,0.00153531,0.000511769,0.00153531,0.000511769,0.00153531,0.000511769
37,476.897,0.58753,0.38365,1.00435,0.73856,0.8459,0.77689,0.60555,0.87215,1.58369,1.2203,0.00143629,0.000478762,0.00143629,0.000478762,0.00143629,0.000478762,0.00143629,0.000478762
38,489.018,0.59506,0.36542,1.01333,0.72083,0.85235,0.77559,0.62302,0.85562,1.65712,1.20314,0.00133727,0.000445756,0.00133727,0.000445756,0.00133727,0.000445756,0.00133727,0.000445756
39,501.112,0.60555,0.39925,1.0337,0.75102,0.83784,0.7773,0.60942,0.86117,1.72964,1.21598,0.00123825,0.000412749,0.00123825,0.000412749,0.00123825,0.000412749,0.00123825,0.000412749
40,513.558,0.58457,0.36954,1.00818,0.74566,0.8538,0.77837,0.63399,0.84133,1.7263,1.20329,0.00113923,0.000379743,0.00113923,0.000379743,0.00113923,0.000379743,0.00113923,0.000379743
41,562.25,0.54877,0.32679,0.98078,0.7584,0.85062,0.78122,0.6427,0.84505,1.62929,1.20498,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736
42,582.482,0.51556,0.31133,0.96251,0.74557,0.84628,0.77621,0.62253,0.8486,1.57652,1.20989,0.000941188,0.000313729,0.000941188,0.000313729,0.000941188,0.000313729,0.000941188,0.000313729
43,594.55,0.51479,0.32065,0.95129,0.75894,0.84605,0.77908,0.62191,0.84709,1.66198,1.20876,0.000842168,0.000280723,0.000842168,0.000280723,0.000842168,0.000280723,0.000842168,0.000280723
44,606.759,0.50814,0.30518,0.94943,0.76143,0.83446,0.77792,0.61491,0.83585,1.68147,1.1975,0.000743149,0.000247716,0.000743149,0.000247716,0.000743149,0.000247716,0.000743149,0.000247716
45,618.792,0.49515,0.29074,0.95236,0.76646,0.84586,0.78207,0.62229,0.83434,1.63392,1.19709,0.000644129,0.00021471,0.000644129,0.00021471,0.000644129,0.00021471,0.000644129,0.00021471
46,630.602,0.48712,0.28062,0.93528,0.7617,0.84797,0.78572,0.62471,0.84251,1.57885,1.20889,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703
47,642.721,0.48773,0.28421,0.93656,0.75865,0.84362,0.78247,0.62844,0.84579,1.59492,1.21639,0.000446089,0.000148696,0.000446089,0.000148696,0.000446089,0.000148696,0.000446089,0.000148696
48,654.892,0.48912,0.3069,0.94295,0.75419,0.85109,0.78101,0.62007,0.85336,1.5756,1.23172,0.000347069,0.00011569,0.000347069,0.00011569,0.000347069,0.00011569,0.000347069,0.00011569
49,666.752,0.48594,0.28532,0.94731,0.75477,0.85135,0.77978,0.62008,0.85611,1.55985,1.23137,0.00024805,8.26832e-05,0.00024805,8.26832e-05,0.00024805,8.26832e-05,0.00024805,8.26832e-05
50,678.816,0.48493,0.28921,0.9494,0.75379,0.86353,0.78192,0.62443,0.85473,1.56242,1.22869,0.00014903,4.96766e-05,0.00014903,4.96766e-05,0.00014903,4.96766e-05,0.00014903,4.96766e-05
